LAT_1KM_GRP,LON_1KM_GRP,AREA_NAME,TOTAL_EVENTS
34.13,-118.27,NORTHEAST,377
33.99,-118.35,77TH STREET,376
34.1,-118.38,HOLLYWOOD,374
33.77,-118.26,HARBOR,374
34.16,-118.63,TOPANGA,374
34.24,-118.48,DEVONSHIRE,372
34.3,-118.44,MISSION,372
34.24,-118.53,DEVONSHIRE,371
34.16,-118.51,WEST VALLEY,370
33.83,-118.31,HARBOR,368
34.15,-118.47,VAN NUYS,367
34.24,-118.4,FOOTHILL,367
34.19,-118.64,TOPANGA,366
34.25,-118.51,DEVONSHIRE,366
34.07,-118.43,WEST LA,365
34.27,-118.45,MISSION,365
34.27,-118.48,DEVONSHIRE,359
34.22,-118.58,DEVONSHIRE,359
33.98,-118.39,PACIFIC,355
34.24,-118.52,DEVONSHIRE,355
34.27,-118.58,DEVONSHIRE,355
34.22,-118.38,FOOTHILL,354
34.27,-118.52,DEVONSHIRE,349
34.23,-118.42,MISSION,349
34.24,-118.6,DEVONSHIRE,348
34.09,-118.36,WILSHIRE,347
34.28,-118.5,DEVONSHIRE,347
33.76,-118.3,HARBOR,344
34.18,-118.58,TOPANGA,344
34.24,-118.42,MISSION,344
34.26,-118.51,DEVONSHIRE,342
34.08,-118.29,OLYMPIC,340
34.32,-118.45,MISSION,336
34.11,-118.36,HOLLYWOOD,332
34.21,-118.36,FOOTHILL,331
34.25,-118.49,DEVONSHIRE,330
34.08,-118.33,HOLLYWOOD,328
34.16,-118.6,TOPANGA,328
34.16,-118.47,WEST VALLEY,327
34.25,-118.43,MISSION,325
34.22,-118.52,WEST VALLEY,324
34.24,-118.37,FOOTHILL,324
34.12,-118.25,NORTHEAST,323
34.29,-118.46,MISSION,323
34.06,-118.4,WEST LA,322
0.0,0.0,HOLLYWOOD,322
34.22,-118.54,WEST VALLEY,322
34.27,-118.46,MISSION,321
34.19,-118.56,TOPANGA,321
33.93,-118.38,PACIFIC,321
34.24,-118.5,DEVONSHIRE,319
34.13,-118.34,HOLLYWOOD,319
34.27,-118.49,DEVONSHIRE,319
34.28,-118.38,FOOTHILL,319
34.32,-118.42,MISSION,318
34.2,-118.49,WEST VALLEY,314
33.87,-118.29,HARBOR,314
34.25,-118.48,DEVONSHIRE,313
34.14,-118.27,NORTHEAST,312
34.26,-118.44,MISSION,312
33.79,-118.31,HARBOR,311
34.01,-118.45,PACIFIC,311
34.09,-118.2,HOLLENBECK,310
34.24,-118.58,DEVONSHIRE,309
34.26,-118.44,FOOTHILL,308
34.13,-118.2,NORTHEAST,307
34.04,-118.41,WEST LA,307
33.84,-118.3,HARBOR,307
34.12,-118.3,NORTHEAST,305
34.19,-118.65,TOPANGA,305
34.08,-118.32,WILSHIRE,303
34.03,-118.41,WEST LA,301
33.98,-118.43,PACIFIC,301
34.24,-118.57,DEVONSHIRE,299
34.22,-118.55,WEST VALLEY,297
34.23,-118.36,FOOTHILL,297
34.22,-118.53,DEVONSHIRE,297
34.21,-118.62,TOPANGA,294
34.21,-118.38,FOOTHILL,294
34.26,-118.45,MISSION,293
34.28,-118.47,DEVONSHIRE,293
33.95,-118.3,77TH STREET,292
34.31,-118.45,MISSION,292
34.28,-118.46,MISSION,291
34.25,-118.5,DEVONSHIRE,290
34.17,-118.42,VAN NUYS,289
33.77,-118.28,HARBOR,287
34.16,-118.59,TOPANGA,287
34.04,-118.19,HOLLENBECK,284
34.13,-118.21,NORTHEAST,284
34.28,-118.45,MISSION,284
33.97,-118.41,PACIFIC,284
34.04,-118.54,WEST LA,283
34.22,-118.48,DEVONSHIRE,283
34.2,-118.63,TOPANGA,283
34.26,-118.54,DEVONSHIRE,283
34.03,-118.19,HOLLENBECK,281
34.27,-118.56,DEVONSHIRE,281
34.26,-118.61,DEVONSHIRE,281
34.22,-118.56,DEVONSHIRE,279
33.72,-118.31,HARBOR,278
34.04,-118.32,OLYMPIC,277
34.03,-118.43,WEST LA,276
34.28,-118.49,DEVONSHIRE,276
33.78,-118.3,HARBOR,274
34.12,-118.17,NORTHEAST,274
34.07,-118.46,WEST LA,273
34.11,-118.31,HOLLYWOOD,271
34.02,-118.19,HOLLENBECK,271
34.04,-118.3,SOUTHWEST,271
34.25,-118.46,MISSION,270
34.28,-118.43,FOOTHILL,268
34.05,-118.19,HOLLENBECK,266
33.96,-118.41,PACIFIC,266
34.3,-118.41,MISSION,266
34.24,-118.27,FOOTHILL,266
34.16,-118.61,TOPANGA,266
34.04,-118.56,WEST LA,264
34.05,-118.53,WEST LA,264
34.25,-118.27,FOOTHILL,262
34.04,-118.55,WEST LA,258
34.27,-118.53,DEVONSHIRE,258
34.11,-118.18,HOLLENBECK,256
34.15,-118.35,N HOLLYWOOD,256
34.27,-118.32,FOOTHILL,256
34.08,-118.32,HOLLYWOOD,255
33.95,-118.44,PACIFIC,253
33.79,-118.24,HARBOR,252
34.27,-118.44,MISSION,251
34.07,-118.33,WILSHIRE,249
33.96,-118.32,77TH STREET,249
34.22,-118.58,TOPANGA,249
34.23,-118.57,DEVONSHIRE,249
34.22,-118.51,WEST VALLEY,248
34.31,-118.42,MISSION,248
33.78,-118.24,HARBOR,247
34.04,-118.29,SOUTHWEST,246
34.32,-118.48,MISSION,246
34.04,-118.31,SOUTHWEST,244
33.76,-118.31,HARBOR,243
34.04,-118.38,WILSHIRE,243
34.19,-118.36,N HOLLYWOOD,243
34.3,-118.43,MISSION,242
34.09,-118.24,NORTHEAST,241
34.27,-118.39,FOOTHILL,241
34.18,-118.48,WEST VALLEY,240
34.22,-118.41,FOOTHILL,240
34.29,-118.42,FOOTHILL,240
34.06,-118.18,HOLLENBECK,239
34.29,-118.51,DEVONSHIRE,239
34.28,-118.55,DEVONSHIRE,239
34.09,-118.38,WILSHIRE,238
34.1,-118.22,NORTHEAST,236
34.04,-118.27,RAMPART,235
34.22,-118.57,DEVONSHIRE,235
34.04,-118.53,WEST LA,234
33.88,-118.28,SOUTHEAST,234
34.22,-118.62,TOPANGA,234
34.17,-118.63,TOPANGA,233
34.03,-118.52,WEST LA,232
33.85,-118.29,HARBOR,232
33.98,-118.4,PACIFIC,230
34.09,-118.37,WILSHIRE,229
34.2,-118.62,TOPANGA,229
34.25,-118.4,FOOTHILL,228
34.24,-118.61,DEVONSHIRE,227
34.06,-118.48,WEST LA,225
34.22,-118.48,WEST VALLEY,223
33.72,-118.28,HARBOR,222
33.91,-118.28,SOUTHEAST,222
34.28,-118.48,DEVONSHIRE,221
34.29,-118.41,FOOTHILL,220
34.05,-118.52,WEST LA,219
34.22,-118.51,DEVONSHIRE,218
34.27,-118.31,FOOTHILL,218
34.0,-118.29,SOUTHWEST,216
34.18,-118.51,WEST VALLEY,216
34.04,-118.4,WEST LA,215
34.07,-118.47,WEST LA,215
34.22,-118.35,FOOTHILL,215
34.04,-118.23,HOLLENBECK,213
34.15,-118.47,WEST VALLEY,211
33.81,-118.3,HARBOR,211
34.1,-118.39,HOLLYWOOD,211
34.24,-118.51,DEVONSHIRE,211
34.32,-118.49,MISSION,210
34.18,-118.64,TOPANGA,208
34.32,-118.47,MISSION,206
34.23,-118.38,FOOTHILL,206
33.8,-118.31,HARBOR,204
34.3,-118.51,DEVONSHIRE,204
34.25,-118.53,DEVONSHIRE,204
34.11,-118.37,HOLLYWOOD,203
34.16,-118.62,TOPANGA,202
34.21,-118.4,N HOLLYWOOD,201
34.05,-118.56,WEST LA,200
34.15,-118.6,TOPANGA,200
34.28,-118.54,DEVONSHIRE,200
34.22,-118.42,MISSION,199
34.29,-118.58,DEVONSHIRE,199
34.25,-118.3,FOOTHILL,199
34.28,-118.58,DEVONSHIRE,198
34.22,-118.59,DEVONSHIRE,198
34.18,-118.5,WEST VALLEY,197
34.19,-118.47,WEST VALLEY,197
33.92,-118.26,SOUTHEAST,197
34.18,-118.56,WEST VALLEY,195
33.94,-118.37,PACIFIC,195
34.21,-118.44,MISSION,195
0.0,0.0,CENTRAL,194
34.08,-118.22,NORTHEAST,194
34.17,-118.64,TOPANGA,194
34.25,-118.43,FOOTHILL,194
34.14,-118.42,VAN NUYS,193
33.8,-118.29,HARBOR,190
34.15,-118.5,WEST VALLEY,189
33.8,-118.28,HARBOR,189
33.81,-118.31,HARBOR,188
34.09,-118.21,HOLLENBECK,186
34.18,-118.65,TOPANGA,186
34.18,-118.57,TOPANGA,185
34.05,-118.38,WILSHIRE,184
34.21,-118.63,TOPANGA,183
34.07,-118.32,WILSHIRE,182
34.16,-118.58,TOPANGA,181
34.25,-118.57,DEVONSHIRE,181
34.29,-118.5,DEVONSHIRE,181
34.06,-118.46,WEST LA,180
34.05,-118.49,WEST LA,179
34.15,-118.63,TOPANGA,179
34.05,-118.54,WEST LA,178
34.27,-118.55,DEVONSHIRE,176
34.12,-118.34,HOLLYWOOD,175
34.14,-118.43,VAN NUYS,175
34.08,-118.47,WEST LA,175
34.0,-118.36,SOUTHWEST,174
34.08,-118.39,WILSHIRE,174
33.8,-118.27,HARBOR,173
34.23,-118.52,DEVONSHIRE,173
34.21,-118.37,N HOLLYWOOD,173
34.26,-118.55,DEVONSHIRE,173
34.18,-118.62,TOPANGA,173
34.22,-118.5,DEVONSHIRE,173
0.0,0.0,PACIFIC,173
34.13,-118.33,HOLLYWOOD,172
34.21,-118.47,WEST VALLEY,170
34.04,-118.52,WEST LA,170
34.06,-118.55,WEST LA,170
33.93,-118.37,PACIFIC,170
34.22,-118.55,DEVONSHIRE,169
33.85,-118.31,HARBOR,168
34.1,-118.19,HOLLENBECK,168
34.13,-118.4,N HOLLYWOOD,168
34.01,-118.36,SOUTHWEST,167
34.05,-118.28,OLYMPIC,167
34.08,-118.3,HOLLYWOOD,166
34.0,-118.4,PACIFIC,166
34.26,-118.33,FOOTHILL,166
33.74,-118.32,HARBOR,165
33.9,-118.28,SOUTHEAST,164
34.13,-118.38,N HOLLYWOOD,163
34.07,-118.48,WEST LA,162
34.14,-118.23,NORTHEAST,161
34.25,-118.56,DEVONSHIRE,160
34.12,-118.29,NORTHEAST,158
34.27,-118.54,DEVONSHIRE,158
34.26,-118.34,FOOTHILL,158
34.32,-118.41,MISSION,158
34.25,-118.55,DEVONSHIRE,157
34.24,-118.42,FOOTHILL,155
34.17,-118.65,TOPANGA,155
34.03,-118.46,WEST LA,154
34.27,-118.3,FOOTHILL,154
34.22,-118.42,N HOLLYWOOD,152
34.29,-118.54,DEVONSHIRE,152
34.03,-118.45,PACIFIC,151
34.25,-118.38,FOOTHILL,150
34.08,-118.16,HOLLENBECK,148
34.13,-118.37,N HOLLYWOOD,148
34.13,-118.26,NORTHEAST,146
33.89,-118.28,SOUTHEAST,146
34.3,-118.48,MISSION,146
33.99,-118.4,PACIFIC,143
34.07,-118.39,WILSHIRE,142
0.0,0.0,SOUTHEAST,141
33.93,-118.43,PACIFIC,141
34.14,-118.44,VAN NUYS,140
34.29,-118.4,FOOTHILL,140
34.21,-118.65,TOPANGA,140
34.29,-118.52,DEVONSHIRE,140
34.11,-118.38,HOLLYWOOD,139
33.73,-118.32,HARBOR,138
33.72,-118.32,HARBOR,138
34.14,-118.46,VAN NUYS,138
34.16,-118.56,WEST VALLEY,138
34.07,-118.44,WEST LA,137
34.15,-118.29,NORTHEAST,137
33.78,-118.23,HARBOR,137
34.22,-118.56,WEST VALLEY,136
34.22,-118.63,TOPANGA,136
34.08,-118.24,NORTHEAST,134
33.95,-118.32,77TH STREET,134
34.12,-118.28,NORTHEAST,133
34.14,-118.45,VAN NUYS,133
0.0,0.0,77TH STREET,133
34.2,-118.56,TOPANGA,133
34.04,-118.28,OLYMPIC,132
34.13,-118.28,NORTHEAST,132
0.0,0.0,WILSHIRE,131
34.14,-118.29,NORTHEAST,131
34.27,-118.59,DEVONSHIRE,131
34.21,-118.38,N HOLLYWOOD,130
0.0,0.0,OLYMPIC,130
34.2,-118.65,TOPANGA,129
34.15,-118.48,WEST VALLEY,128
34.18,-118.63,TOPANGA,128
34.28,-118.53,DEVONSHIRE,128
34.16,-118.57,TOPANGA,128
34.02,-118.45,PACIFIC,126
34.12,-118.36,HOLLYWOOD,125
34.03,-118.42,WEST LA,125
33.86,-118.31,HARBOR,125
34.16,-118.54,WEST VALLEY,125
34.22,-118.49,DEVONSHIRE,124
34.06,-118.22,HOLLENBECK,123
34.15,-118.62,TOPANGA,123
34.12,-118.35,N HOLLYWOOD,123
34.09,-118.36,HOLLYWOOD,122
34.14,-118.5,WEST VALLEY,122
34.15,-118.49,WEST VALLEY,122
34.33,-118.49,MISSION,122
34.25,-118.37,FOOTHILL,122
34.11,-118.22,NORTHEAST,121
34.14,-118.49,WEST VALLEY,121
34.15,-118.55,WEST VALLEY,120
34.29,-118.49,DEVONSHIRE,120
34.15,-118.41,VAN NUYS,119
34.18,-118.66,TOPANGA,119
34.07,-118.28,OLYMPIC,119
33.98,-118.35,77TH STREET,118
34.26,-118.56,DEVONSHIRE,118
34.21,-118.41,FOOTHILL,118
34.04,-118.26,NEWTON,116
34.11,-118.31,NORTHEAST,116
34.33,-118.43,MISSION,116
34.15,-118.59,TOPANGA,116
34.26,-118.57,DEVONSHIRE,116
34.1,-118.45,WEST LA,115
34.14,-118.48,WEST VALLEY,115
34.1,-118.47,WEST LA,115
34.02,-118.38,SOUTHWEST,115
34.03,-118.36,WILSHIRE,115
34.08,-118.23,NORTHEAST,115
34.15,-118.61,TOPANGA,115
34.21,-118.46,MISSION,115
34.1,-118.16,HOLLENBECK,114
34.28,-118.52,DEVONSHIRE,114
0.0,0.0,MISSION,114
34.21,-118.34,FOOTHILL,114
34.15,-118.53,WEST VALLEY,113
34.14,-118.56,WEST VALLEY,113
34.05,-118.41,WEST LA,113
34.3,-118.5,DEVONSHIRE,113
34.27,-118.44,FOOTHILL,113
34.29,-118.55,DEVONSHIRE,113
33.77,-118.3,HARBOR,112
34.15,-118.54,WEST VALLEY,112
34.31,-118.48,MISSION,112
33.71,-118.3,HARBOR,111
34.22,-118.64,TOPANGA,111
34.25,-118.31,FOOTHILL,111
34.31,-118.51,DEVONSHIRE,111
34.0,-118.32,77TH STREET,110
34.15,-118.56,WEST VALLEY,110
34.07,-118.16,HOLLENBECK,110
34.06,-118.38,WILSHIRE,110
34.26,-118.47,DEVONSHIRE,110
33.94,-118.44,PACIFIC,108
34.01,-118.46,PACIFIC,107
34.15,-118.51,WEST VALLEY,106
34.14,-118.53,WEST VALLEY,106
33.92,-118.25,SOUTHEAST,106
34.15,-118.31,NORTHEAST,105
34.06,-118.41,WEST LA,105
34.31,-118.41,MISSION,105
34.24,-118.47,DEVONSHIRE,105
34.3,-118.52,DEVONSHIRE,105
34.29,-118.56,DEVONSHIRE,104
0.0,0.0,RAMPART,103
34.22,-118.49,WEST VALLEY,102
34.0,-118.35,SOUTHWEST,102
34.28,-118.56,DEVONSHIRE,101
34.27,-118.6,DEVONSHIRE,100
34.05,-118.51,WEST LA,99
34.03,-118.38,WILSHIRE,99
33.74,-118.26,HARBOR,99
34.12,-118.37,HOLLYWOOD,99
34.13,-118.39,N HOLLYWOOD,99
0.0,0.0,NEWTON,98
34.28,-118.44,MISSION,98
34.21,-118.56,TOPANGA,98
34.0,-118.3,SOUTHWEST,97
33.8,-118.24,HARBOR,97
34.0,-118.31,SOUTHWEST,96
0.0,0.0,DEVONSHIRE,96
34.08,-118.46,WEST LA,95
34.21,-118.64,TOPANGA,95
34.1,-118.42,WEST LA,94
34.12,-118.38,HOLLYWOOD,94
34.2,-118.64,TOPANGA,94
34.32,-118.4,MISSION,94
34.03,-118.27,SOUTHWEST,93
34.04,-118.32,SOUTHWEST,92
34.14,-118.51,WEST VALLEY,92
0.0,0.0,N HOLLYWOOD,92
33.87,-118.3,HARBOR,90
34.07,-118.49,WEST LA,90
34.22,-118.41,N HOLLYWOOD,90
33.78,-118.31,HARBOR,89
33.87,-118.28,HARBOR,89
34.12,-118.31,HOLLYWOOD,89
34.23,-118.29,FOOTHILL,89
34.11,-118.35,HOLLYWOOD,87
34.04,-118.51,WEST LA,86
34.15,-118.52,WEST VALLEY,86
34.29,-118.57,DEVONSHIRE,86
34.0,-118.28,SOUTHWEST,85
33.97,-118.27,NEWTON,85
34.09,-118.39,HOLLYWOOD,85
34.24,-118.61,TOPANGA,85
34.25,-118.32,FOOTHILL,85
34.11,-118.44,WEST LA,84
34.26,-118.28,FOOTHILL,84
34.24,-118.29,FOOTHILL,84
0.0,0.0,HOLLENBECK,83
34.09,-118.47,WEST LA,82
34.03,-118.37,WILSHIRE,82
34.26,-118.36,FOOTHILL,82
34.23,-118.41,MISSION,82
34.08,-118.43,WEST LA,80
34.12,-118.39,HOLLYWOOD,80
34.1,-118.46,WEST LA,79
34.27,-118.47,DEVONSHIRE,79
34.16,-118.55,WEST VALLEY,78
34.1,-118.17,HOLLENBECK,78
34.19,-118.66,TOPANGA,78
34.15,-118.42,N HOLLYWOOD,78
34.13,-118.5,WEST VALLEY,76
34.25,-118.36,FOOTHILL,76
34.03,-118.23,HOLLENBECK,75
34.1,-118.2,HOLLENBECK,75
34.12,-118.43,WEST LA,75
34.25,-118.47,DEVONSHIRE,75
34.27,-118.62,DEVONSHIRE,75
34.22,-118.47,WEST VALLEY,74
0.0,0.0,FOOTHILL,74
34.11,-118.42,WEST LA,73
34.28,-118.37,FOOTHILL,73
34.27,-118.57,DEVONSHIRE,73
34.28,-118.36,FOOTHILL,73
34.08,-118.44,WEST LA,72
0.0,0.0,VAN NUYS,72
34.03,-118.51,WEST LA,72
34.25,-118.62,DEVONSHIRE,72
34.22,-118.65,TOPANGA,71
34.12,-118.33,HOLLYWOOD,70
34.2,-118.36,N HOLLYWOOD,69
34.29,-118.53,DEVONSHIRE,69
34.08,-118.45,WEST LA,68
34.14,-118.47,VAN NUYS,68
34.24,-118.34,FOOTHILL,68
34.31,-118.5,DEVONSHIRE,68
34.27,-118.29,FOOTHILL,68
34.28,-118.35,FOOTHILL,67
34.01,-118.21,HOLLENBECK,66
34.09,-118.53,WEST LA,66
34.23,-118.41,FOOTHILL,66
34.17,-118.48,WEST VALLEY,65
0.0,0.0,SOUTHWEST,65
34.3,-118.49,DEVONSHIRE,64
34.09,-118.45,WEST LA,63
34.1,-118.43,WEST LA,63
34.05,-118.55,WEST LA,62
34.13,-118.32,HOLLYWOOD,62
34.2,-118.66,TOPANGA,62
34.18,-118.56,TOPANGA,62
34.09,-118.46,WEST LA,61
34.05,-118.5,WEST LA,61
0.0,0.0,HARBOR,61
34.23,-118.47,DEVONSHIRE,61
34.24,-118.38,FOOTHILL,61
34.01,-118.2,HOLLENBECK,60
34.13,-118.45,WEST LA,60
33.76,-118.25,HARBOR,60
34.08,-118.48,WEST LA,59
33.77,-118.31,HARBOR,59
33.76,-118.28,HARBOR,59
34.24,-118.6,TOPANGA,59
34.25,-118.39,FOOTHILL,58
34.12,-118.31,NORTHEAST,57
34.07,-118.56,WEST LA,57
34.13,-118.35,HOLLYWOOD,57
33.93,-118.41,PACIFIC,57
34.13,-118.49,WEST VALLEY,56
34.11,-118.39,HOLLYWOOD,56
34.15,-118.58,TOPANGA,56
33.79,-118.23,HARBOR,55
34.01,-118.41,PACIFIC,55
34.23,-118.59,TOPANGA,54
34.22,-118.56,TOPANGA,54
34.28,-118.3,FOOTHILL,54
34.16,-118.64,TOPANGA,54
34.11,-118.45,WEST LA,53
34.12,-118.35,HOLLYWOOD,53
34.12,-118.4,WEST LA,53
33.94,-118.38,PACIFIC,53
34.3,-118.58,DEVONSHIRE,53
34.08,-118.28,OLYMPIC,53
34.1,-118.4,WEST LA,52
34.06,-118.49,WEST LA,52
33.93,-118.4,PACIFIC,52
33.72,-118.27,HARBOR,51
34.13,-118.48,WEST VALLEY,51
34.26,-118.39,FOOTHILL,51
34.06,-118.5,WEST LA,50
34.03,-118.38,SOUTHWEST,50
34.12,-118.44,WEST LA,50
34.12,-118.45,WEST LA,50
34.09,-118.44,WEST LA,49
34.14,-118.47,WEST VALLEY,49
34.16,-118.35,N HOLLYWOOD,49
34.29,-118.41,MISSION,49
34.08,-118.56,WEST LA,48
34.15,-118.57,TOPANGA,48
34.11,-118.3,HOLLYWOOD,47
34.11,-118.4,WEST LA,47
0.0,0.0,WEST LA,47
34.23,-118.63,TOPANGA,47
34.13,-118.47,WEST LA,46
33.97,-118.28,NEWTON,46
34.14,-118.55,WEST VALLEY,46
34.33,-118.42,MISSION,46
33.95,-118.45,PACIFIC,46
34.12,-118.47,WEST LA,45
33.77,-118.25,HARBOR,45
34.15,-118.28,NORTHEAST,45
34.26,-118.35,FOOTHILL,45
34.33,-118.44,MISSION,45
34.24,-118.28,FOOTHILL,45
0.0,0.0,NORTHEAST,44
33.76,-118.27,HARBOR,44
33.98,-118.36,77TH STREET,44
34.07,-118.24,NORTHEAST,44
34.09,-118.43,WEST LA,44
34.13,-118.34,N HOLLYWOOD,44
34.24,-118.36,FOOTHILL,44
34.13,-118.46,VAN NUYS,43
34.17,-118.41,VAN NUYS,43
34.03,-118.53,WEST LA,43
34.32,-118.5,MISSION,43
34.13,-118.42,WEST LA,42
34.18,-118.41,VAN NUYS,41
34.15,-118.27,NORTHEAST,41
34.1,-118.19,NORTHEAST,41
34.1,-118.49,WEST LA,41
34.09,-118.51,WEST LA,41
34.07,-118.55,WEST LA,40
34.13,-118.43,WEST LA,39
33.77,-118.24,HARBOR,39
33.94,-118.39,PACIFIC,39
34.29,-118.39,FOOTHILL,39
34.06,-118.17,HOLLENBECK,38
0.0,0.0,WEST VALLEY,37
34.18,-118.67,TOPANGA,37
33.87,-118.29,SOUTHEAST,37
33.8,-118.25,HARBOR,36
34.13,-118.49,WEST LA,36
34.1,-118.44,WEST LA,36
33.94,-118.42,PACIFIC,36
34.21,-118.66,TOPANGA,36
34.31,-118.49,MISSION,36
34.13,-118.47,VAN NUYS,35
34.33,-118.45,MISSION,35
34.22,-118.41,MISSION,35
34.03,-118.23,CENTRAL,34
34.11,-118.41,WEST LA,34
33.97,-118.26,NEWTON,34
34.26,-118.37,FOOTHILL,34
34.27,-118.36,FOOTHILL,34
34.13,-118.5,WEST LA,33
34.12,-118.46,WEST LA,33
34.09,-118.27,RAMPART,33
34.12,-118.34,N HOLLYWOOD,33
34.09,-118.33,WILSHIRE,32
34.14,-118.28,NORTHEAST,32
34.27,-118.37,FOOTHILL,32
34.06,-118.54,WEST LA,31
33.96,-118.37,PACIFIC,31
34.3,-118.55,DEVONSHIRE,31
34.15,-118.33,NORTHEAST,31
33.71,-118.31,HARBOR,30
34.08,-118.51,WEST LA,30
0.0,0.0,TOPANGA,30
34.28,-118.59,DEVONSHIRE,30
34.27,-118.27,FOOTHILL,30
34.28,-118.61,DEVONSHIRE,30
34.11,-118.43,WEST LA,29
34.11,-118.48,WEST LA,29
34.23,-118.27,FOOTHILL,29
34.13,-118.42,VAN NUYS,28
34.33,-118.41,MISSION,28
33.98,-118.36,PACIFIC,28
34.08,-118.49,WEST LA,27
34.13,-118.44,VAN NUYS,27
34.29,-118.59,DEVONSHIRE,27
34.23,-118.35,FOOTHILL,27
34.27,-118.35,FOOTHILL,27
34.28,-118.47,MISSION,27
34.25,-118.35,FOOTHILL,26
34.15,-118.3,NORTHEAST,26
34.27,-118.61,DEVONSHIRE,26
34.17,-118.66,TOPANGA,26
34.19,-118.41,VAN NUYS,25
34.24,-118.62,DEVONSHIRE,25
34.11,-118.49,WEST LA,24
34.09,-118.42,WEST LA,24
33.78,-118.29,HARBOR,24
34.13,-118.44,WEST LA,24
34.31,-118.52,DEVONSHIRE,24
34.27,-118.34,FOOTHILL,24
34.07,-118.5,WEST LA,23
34.1,-118.41,WEST LA,23
34.08,-118.5,WEST LA,23
34.08,-118.23,CENTRAL,23
34.3,-118.56,DEVONSHIRE,23
34.13,-118.18,NORTHEAST,23
34.24,-118.41,MISSION,23
34.16,-118.3,NORTHEAST,22
34.13,-118.37,HOLLYWOOD,22
34.13,-118.24,NORTHEAST,22
34.2,-118.43,N HOLLYWOOD,22
33.92,-118.43,PACIFIC,22
34.21,-118.36,N HOLLYWOOD,22
34.3,-118.54,DEVONSHIRE,22
34.14,-118.18,NORTHEAST,21
33.87,-118.31,HARBOR,21
33.99,-118.32,SOUTHWEST,21
34.11,-118.46,WEST LA,21
33.74,-118.27,HARBOR,21
34.12,-118.42,WEST LA,20
34.11,-118.47,WEST LA,20
34.03,-118.34,WILSHIRE,20
33.94,-118.43,PACIFIC,20
34.12,-118.36,N HOLLYWOOD,20
34.23,-118.65,TOPANGA,20
34.29,-118.42,MISSION,19
33.95,-118.42,PACIFIC,19
34.25,-118.34,FOOTHILL,19
34.23,-118.62,TOPANGA,19
34.15,-118.33,N HOLLYWOOD,19
34.22,-118.47,DEVONSHIRE,19
34.27,-118.38,FOOTHILL,18
34.13,-118.36,HOLLYWOOD,17
33.75,-118.32,HARBOR,17
33.78,-118.22,HARBOR,17
33.97,-118.45,PACIFIC,17
33.73,-118.27,HARBOR,17
33.73,-118.24,HARBOR,17
34.01,-118.19,HOLLENBECK,16
34.08,-118.57,WEST LA,16
34.11,-118.17,NORTHEAST,16
34.31,-118.4,MISSION,16
34.23,-118.3,FOOTHILL,16
34.28,-118.29,FOOTHILL,16
34.29,-118.47,MISSION,16
34.05,-118.57,WEST LA,16
34.09,-118.48,WEST LA,15
34.11,-118.19,HOLLENBECK,15
34.13,-118.43,VAN NUYS,15
34.14,-118.41,VAN NUYS,15
34.09,-118.57,WEST LA,15
34.22,-118.66,TOPANGA,15
34.17,-118.35,N HOLLYWOOD,15
33.75,-118.25,HARBOR,15
34.13,-118.45,VAN NUYS,14
33.8,-118.22,HARBOR,14
34.07,-118.42,WEST LA,14
34.2,-118.42,VAN NUYS,14
34.09,-118.38,HOLLYWOOD,14
34.26,-118.62,DEVONSHIRE,14
34.13,-118.41,N HOLLYWOOD,14
34.22,-118.34,FOOTHILL,14
33.97,-118.34,77TH STREET,14
34.12,-118.38,N HOLLYWOOD,14
34.01,-118.37,SOUTHWEST,13
34.08,-118.55,WEST LA,13
34.13,-118.41,WEST LA,13
34.13,-118.48,WEST LA,13
34.12,-118.41,WEST LA,13
34.17,-118.56,TOPANGA,13
34.3,-118.59,DEVONSHIRE,13
34.14,-118.6,TOPANGA,13
34.33,-118.48,MISSION,13
34.03,-118.24,CENTRAL,12
33.71,-118.28,HARBOR,12
34.15,-118.2,NORTHEAST,12
33.86,-118.28,HARBOR,12
34.13,-118.51,WEST LA,12
34.12,-118.4,N HOLLYWOOD,12
33.72,-118.33,HARBOR,12
34.23,-118.34,FOOTHILL,12
34.24,-118.62,TOPANGA,12
34.32,-118.5,DEVONSHIRE,12
34.24,-118.59,TOPANGA,12
33.95,-118.43,PACIFIC,12
34.03,-118.35,WILSHIRE,11
34.04,-118.48,WEST LA,11
34.12,-118.48,WEST LA,11
34.14,-118.59,TOPANGA,11
34.17,-118.49,WEST VALLEY,11
34.3,-118.53,DEVONSHIRE,11
33.97,-118.44,PACIFIC,11
34.24,-118.35,FOOTHILL,10
33.75,-118.26,HARBOR,10
34.24,-118.32,FOOTHILL,10
34.3,-118.57,DEVONSHIRE,10
34.13,-118.47,WEST VALLEY,9
34.08,-118.25,RAMPART,9
34.26,-118.38,FOOTHILL,9
33.99,-118.33,SOUTHWEST,8
34.14,-118.54,WEST VALLEY,8
34.17,-118.57,WEST VALLEY,8
34.13,-118.41,VAN NUYS,8
34.29,-118.44,MISSION,8
34.21,-118.43,N HOLLYWOOD,8
34.01,-118.23,NEWTON,8
34.04,-118.57,WEST LA,7
33.95,-118.41,PACIFIC,7
34.15,-118.32,N HOLLYWOOD,7
34.13,-118.17,NORTHEAST,7
34.23,-118.28,FOOTHILL,7
34.15,-118.18,NORTHEAST,6
33.76,-118.26,HARBOR,6
34.13,-118.46,WEST LA,6
34.24,-118.3,FOOTHILL,6
